storm_id,timestamp,frame_number,latitude,longitude,radius_km,stage,intensity,speed_kmh,direction_deg
S000683,2026-06-20 12:15:00,24,22.0413,78.93926,8.88,inactive,0.0,31.69,299.9
S000692,2026-06-20 12:15:00,24,26.63254,92.80136,5.59,inactive,0.0,10.4,18.4
S000694,2026-06-20 12:15:00,24,25.69675,89.8295,9.24,inactive,0.0,24.63,293.7
S000709,2026-06-20 12:15:00,24,25.49453,88.43312,8.63,dissipating,0.386,29.57,21.4
S000712,2026-06-20 12:15:00,24,24.51771,93.06305,2.44,dissipating,0.15,17.79,135.6
S000717,2026-06-20 12:15:00,24,14.62506,74.16659,7.44,developing,0.873,31.13,169.2
S000724,2026-06-20 12:15:00,24,21.76582,83.89019,14.4,developing,0.926,33.59,330.4
S000727,2026-06-20 12:15:00,24,26.82478,81.06546,10.22,developing,0.452,6.72,113.9
S000732,2026-06-20 12:15:00,24,19.02833,72.95689,6.39,developing,0.104,24.93,108.9
S000736,2026-06-20 12:15:00,24,21.44368,84.04723,7.74,developing,0.215,27.47,112.4
S000739,2026-06-20 12:15:00,24,17.38207,78.49754,4.24,developing,0.268,9.74,152.0
S000741,2026-06-20 12:15:00,24,25.79821,91.79566,20.85,dissipating,0.87,28.76,349.3
S000743,2026-06-20 12:15:00,24,20.22515,85.83029,14.73,developing,0.494,28.48,169.8
S000774,2026-06-20 12:15:00,24,24.11244,91.1528,11.64,dissipating,0.915,24.73,335.8
S000775,2026-06-20 12:15:00,24,25.60179,91.10392,3.15,dissipating,0.361,11.19,286.4
S000785,2026-06-20 12:15:00,24,15.9203,74.46983,11.28,dissipating,0.501,5.42,353.4
S000808,2026-06-20 12:15:00,24,26.24152,93.77789,3.38,inactive,0.0,31.54,211.7
S000813,2026-06-20 12:15:00,24,15.87946,78.02035,2.57,developing,0.648,16.22,326.1
S000826,2026-06-20 12:15:00,24,25.83398,91.7854,4.8,dissipating,0.452,14.58,166.2
S000828,2026-06-20 12:15:00,24,32.9558,75.10935,8.26,dissipating,0.784,27.61,50.1
S000564,2026-06-20 12:45:00,25,20.53293,85.83227,7.04,inactive,0.0,16.5,203.3
S000569,2026-06-20 12:45:00,25,25.40776,81.73056,8.09,developing,0.603,16.71,266.8
S000586,2026-06-20 12:45:00,25,20.37543,85.82307,4.46,developing,0.687,9.88,63.5
S000591,2026-06-20 12:45:00,25,27.07713,92.87665,2.73,dissipating,0.49,29.33,108.2
S000597,2026-06-20 12:45:00,25,10.59255,76.1433,17.07,dissipating,0.997,10.23,313.1
S000625,2026-06-20 12:45:00,25,26.28625,92.632,3.02,developing,0.406,21.29,306.4
S000634,2026-06-20 12:45:00,25,22.47855,87.87933,14.08,developing,0.977,27.33,261.2
S000650,2026-06-20 12:45:00,25,22.86868,92.79468,12.2,developing,0.42,12.47,277.1
S000655,2026-06-20 12:45:00,25,21.16792,79.03634,13.21,developing,0.343,12.99,145.4
S000658,2026-06-20 12:45:00,25,25.67344,85.03158,3.25,dissipating,0.5,8.9,306.4
S000662,2026-06-20 12:45:00,25,27.21446,92.52344,2.36,inactive,0.0,29.82,103.4
S000666,2026-06-20 12:45:00,25,21.29327,77.66959,7.12,inactive,0.0,21.33,343.4
S000667,2026-06-20 12:45:00,25,9.95479,76.2771,2.85,inactive,0.0,30.07,235.1
S000679,2026-06-20 12:45:00,25,27.86883,95.24741,4.15,inactive,0.0,21.5,35.7
S000683,2026-06-20 12:45:00,25,22.09118,78.84585,13.81,developing,0.37,31.69,299.9
S000692,2026-06-20 12:45:00,25,26.66255,92.81251,8.26,developing,0.319,10.4,18.4
S000698,2026-06-20 12:45:00,25,17.30272,78.47277,8.02,developing,0.026,12.08,306.2
S000709,2026-06-20 12:45:00,25,25.61851,88.48684,5.47,inactive,0.0,29.57,21.4
S000717,2026-06-20 12:45:00,25,14.48735,74.19382,5.24,dissipating,0.418,31.13,169.2
S000724,2026-06-20 12:45:00,25,21.89736,83.8098,12.2,dissipating,0.683,33.59,330.4
S000727,2026-06-20 12:45:00,25,26.81251,81.09645,12.6,developing,0.713,6.72,113.9
S000732,2026-06-20 12:45:00,25,18.99203,73.06931,8.95,developing,0.413,24.93,108.9
S000736,2026-06-20 12:45:00,25,21.39658,84.17019,11.56,developing,0.651,27.47,112.4
S000739,2026-06-20 12:45:00,25,17.34332,78.51913,5.96,developing,0.648,9.74,152.0
S000741,2026-06-20 12:45:00,25,25.92551,91.76906,13.44,dissipating,0.324,28.76,349.3
S000743,2026-06-20 12:45:00,25,20.09891,85.85457,18.62,dissipating,0.801,28.48,169.8
S000761,2026-06-20 12:45:00,25,23.72754,92.71787,1.72,inactive,0.0,6.39,248.6
S000766,2026-06-20 12:45:00,25,13.91522,75.51589,5.88,developing,0.03,11.44,85.9
S000774,2026-06-20 12:45:00,25,24.21403,91.1028,8.74,dissipating,0.522,24.73,335.8
S000775,2026-06-20 12:45:00,25,25.61605,91.05035,2.05,inactive,0.0,11.19,286.4
S000785,2026-06-20 12:45:00,25,15.94454,74.46693,8.23,dissipating,0.185,5.42,353.4
S000813,2026-06-20 12:45:00,25,15.9401,77.97801,3.12,dissipating,0.934,16.22,326.1
S000814,2026-06-20 12:45:00,25,18.48899,79.11639,4.02,developing,0.117,14.95,339.3
S000818,2026-06-20 12:45:00,25,17.93625,79.58952,6.74,developing,0.07,33.38,339.9
S000826,2026-06-20 12:45:00,25,25.77021,91.80283,3.71,dissipating,0.197,14.58,166.2
S000828,2026-06-20 12:45:00,25,33.03556,75.22283,5.33,dissipating,0.27,27.61,50.1
S000564,2026-06-20 13:15:00,26,20.48394,85.80969,12.79,developing,0.545,16.5,203.3
S000569,2026-06-20 13:15:00,26,25.40361,81.64735,10.3,dissipating,0.951,16.71,266.8
S000586,2026-06-20 13:15:00,26,20.3953,85.86556,4.89,dissipating,0.818,9.88,63.5
S000591,2026-06-20 13:15:00,26,27.03579,93.0177,1.82,dissipating,0.104,29.33,108.2
S000597,2026-06-20 13:15:00,26,10.62404,76.10912,11.65,dissipating,0.469,10.23,313.1
S000625,2026-06-20 13:15:00,26,26.3431,92.54588,4.59,developing,0.965,21.29,306.4
S000634,2026-06-20 13:15:00,26,22.45968,87.74765,11.08,dissipating,0.627,27.33,261.2
S000650,2026-06-20 13:15:00,26,22.87565,92.73418,18.02,dissipating,0.938,12.47,277.1
S000655,2026-06-20 13:15:00,26,21.11978,79.07202,17.46,dissipating,0.669,12.99,145.4
S000657,2026-06-20 13:15:00,26,23.09166,83.16008,1.8,inactive,0.0,6.08,309.3
S000658,2026-06-20 13:15:00,26,25.69719,84.99579,1.86,inactive,0.0,8.9,306.4
S000662,2026-06-20 13:15:00,26,27.19261,92.62655,3.6,developing,0.353,29.82,103.4
S000667,2026-06-20 13:15:00,26,9.90277,76.2014,4.48,developing,0.381,30.07,235.1
S000683,2026-06-20 13:15:00,26,22.16244,78.71239,20.86,developing,0.899,31.69,299.9
S000688,2026-06-20 13:15:00,26,24.71713,93.93983,7.37,inactive,0.0,34.59,106.4
S000692,2026-06-20 13:15:00,26,26.70701,92.82903,12.22,developing,0.791,10.4,18.4
S000698,2026-06-20 13:15:00,26,17.33488,78.42679,12.24,developing,0.39,12.08,306.2
S000703,2026-06-20 13:15:00,26,17.38921,78.47002,3.39,developing,0.035,29.86,275.3
S000717,2026-06-20 13:15:00,26,14.34964,74.22106,3.22,inactive,0.0,31.13,169.2
S000724,2026-06-20 13:15:00,26,22.0289,83.7294,8.71,dissipating,0.296,33.59,330.4
S000727,2026-06-20 13:15:00,26,26.80023,81.12744,14.98,developing,0.974,6.72,113.9
S000732,2026-06-20 13:15:00,26,18.95574,73.18172,11.51,developing,0.722,24.93,108.9
S000736,2026-06-20 13:15:00,26,21.34949,84.29315,14.16,dissipating,0.947,27.47,112.4
S000739,2026-06-20 13:15:00,26,17.30457,78.54072,7.46,dissipating,0.978,9.74,152.0
S000741,2026-06-20 13:15:00,26,26.05281,91.74246,9.05,inactive,0.0,28.76,349.3
S000743,2026-06-20 13:15:00,26,19.97266,85.87885,11.11,dissipating,0.209,28.48,169.8
S000761,2026-06-20 13:15:00,26,23.71779,92.69067,3.1,developing,0.536,6.39,248.6
S000762,2026-06-20 13:15:00,26,25.60872,94.11932,8.79,developing,0.17,25.08,146.2
S000766,2026-06-20 13:15:00,26,13.91892,75.56883,10.02,developing,0.52,11.44,85.9
S000767,2026-06-20 13:15:00,26,22.77816,86.18516,1.96,inactive,0.0,15.93,271.3
S000774,2026-06-20 13:15:00,26,24.31562,91.0528,5.85,dissipating,0.128,24.73,335.8
S000785,2026-06-20 13:15:00,26,15.96879,74.46403,6.44,inactive,0.0,5.42,353.4
S000788,2026-06-20 13:15:00,26,25.66228,94.14755,9.55,developing,0.109,9.02,200.0
S000794,2026-06-20 13:15:00,26,24.84023,93.87845,4.52,inactive,0.0,13.52,149.3
S000813,2026-06-20 13:15:00,26,16.00075,77.93566,2.62,dissipating,0.677,16.22,326.1
S000814,2026-06-20 13:15:00,26,18.55197,79.09127,5.55,developing,0.416,14.95,339.3
S000818,2026-06-20 13:15:00,26,18.07742,79.53512,10.62,developing,0.494,33.38,339.9
S000826,2026-06-20 13:15:00,26,25.70645,91.82026,2.86,inactive,0.0,14.58,166.2
S000828,2026-06-20 13:15:00,26,33.11532,75.3363,3.8,inactive,0.0,27.61,50.1
S000564,2026-06-20 13:45:00,27,20.41568,85.77824,15.08,dissipating,0.762,16.5,203.3
S000568,2026-06-20 13:45:00,27,25.31787,82.99011,6.55,developing,0.165,16.94,172.2
S000569,2026-06-20 13:45:00,27,25.39946,81.56415,8.05,dissipating,0.598,16.71,266.8
S000581,2026-06-20 13:45:00,27,23.27056,77.47509,5.82,inactive,0.0,29.36,282.0
S000586,2026-06-20 13:45:00,27,20.41517,85.90806,3.18,dissipating,0.3,9.88,63.5
S000597,2026-06-20 13:45:00,27,10.65554,76.07494,6.84,inactive,0.0,10.23,313.1
S000625,2026-06-20 13:45:00,27,26.39994,92.45977,2.51,dissipating,0.226,21.29,306.4
S000634,2026-06-20 13:45:00,27,22.4408,87.61596,7.69,dissipating,0.231,27.33,261.2
S000650,2026-06-20 13:45:00,27,22.88262,92.67369,10.15,dissipating,0.237,12.47,277.1
S000655,2026-06-20 13:45:00,27,21.07164,79.1077,8.72,inactive,0.0,12.99,145.4
S000657,2026-06-20 13:45:00,27,23.10716,83.13949,2.88,developing,0.402,6.08,309.3
S000662,2026-06-20 13:45:00,27,27.16147,92.7735,5.38,developing,0.855,29.82,103.4
S000667,2026-06-20 13:45:00,27,9.82524,76.08861,6.91,developing,0.948,30.07,235.1
S000669,2026-06-20 13:45:00,27,26.42834,94.55545,5.76,inactive,0.0,30.9,231.1
S000670,2026-06-20 13:45:00,27,31.63498,75.00027,3.01,developing,0.137,17.43,135.7
S000683,2026-06-20 13:45:00,27,22.2337,78.57894,18.74,dissipating,0.74,31.69,299.9
S000688,2026-06-20 13:45:00,27,24.69321,94.02903,11.59,developing,0.382,34.59,106.4
S000692,2026-06-20 13:45:00,27,26.75147,92.84556,11.49,dissipating,0.704,10.4,18.4
S000693,2026-06-20 13:45:00,27,22.85886,86.23797,8.55,developing,0.223,34.57,36.5
S000698,2026-06-20 13:45:00,27,17.36704,78.38081,16.46,developing,0.754,12.08,306.2
S000700,2026-06-20 13:45:00,27,20.37848,85.85011,2.88,inactive,0.0,25.57,170.6
S000703,2026-06-20 13:45:00,27,17.40163,78.32967,5.44,developing,0.458,29.86,275.3
S000714,2026-06-20 13:45:00,27,18.44435,79.10609,1.63,developing,0.023,11.81,24.3
S000723,2026-06-20 13:45:00,27,25.38166,82.86591,2.69,developing,0.233,27.14,303.7
S000724,2026-06-20 13:45:00,27,22.16045,83.64901,6.03,inactive,0.0,33.59,330.4
S000727,2026-06-20 13:45:00,27,26.78796,81.15843,12.62,dissipating,0.716,6.72,113.9
S000732,2026-06-20 13:45:00,27,18.91944,73.29414,13.51,dissipating,0.964,24.93,108.9
S000736,2026-06-20 13:45:00,27,21.3024,84.41611,11.79,dissipating,0.677,27.47,112.4
S000739,2026-06-20 13:45:00,27,17.26582,78.56231,6.12,dissipating,0.681,9.74,152.0
S000751,2026-06-20 13:45:00,27,22.34138,87.21968,4.24,inactive,0.0,25.6,86.8
S000755,2026-06-20 13:45:00,27,23.19279,87.84047,7.34,inactive,0.0,10.95,154.7
S000761,2026-06-20 13:45:00,27,23.7073,92.66138,4.07,dissipating,0.913,6.39,248.6
S000762,2026-06-20 13:45:00,27,25.51484,94.18899,13.29,developing,0.599,25.08,146.2
S000766,2026-06-20 13:45:00,27,13.92262,75.62177,14.01,dissipating,0.992,11.44,85.9
S000767,2026-06-20 13:45:00,27,22.77911,86.13849,2.73,developing,0.262,15.93,271.3
S000788,2026-06-20 13:45:00,27,25.62407,94.13215,14.87,developing,0.542,9.02,200.0
S000794,2026-06-20 13:45:00,27,24.81367,93.89583,6.28,developing,0.26,13.52,149.3
S000807,2026-06-20 13:45:00,27,20.4293,85.81312,18.89,dissipating,0.995,15.99,349.2
S000813,2026-06-20 13:45:00,27,16.06139,77.89331,2.12,dissipating,0.419,16.22,326.1
S000814,2026-06-20 13:45:00,27,18.61495,79.06616,7.09,developing,0.716,14.95,339.3
S000818,2026-06-20 13:45:00,27,18.21859,79.48071,14.49,developing,0.917,33.38,339.9
S000564,2026-06-20 14:15:00,28,20.34742,85.74678,8.81,dissipating,0.168,16.5,203.3
S000568,2026-06-20 14:15:00,28,25.24227,83.0016,10.99,developing,0.729,16.94,172.2
S000569,2026-06-20 14:15:00,28,25.39531,81.48094,5.8,dissipating,0.245,16.71,266.8
S000575,2026-06-20 14:15:00,28,26.31819,94.55143,6.45,inactive,0.0,28.6,237.4
S000578,2026-06-20 14:15:00,28,26.16542,85.40253,8.94,inactive,0.0,18.22,250.5
S000581,2026-06-20 14:15:00,28,23.29138,77.36855,10.71,developing,0.56,29.36,282.0
S000586,2026-06-20 14:15:00,28,20.43505,85.95055,2.2,inactive,0.0,9.88,63.5
S000611,2026-06-20 14:15:00,28,25.78177,87.50346,3.19,inactive,0.0,16.0,139.0
S000634,2026-06-20 14:15:00,28,22.42193,87.48428,5.71,inactive,0.0,27.33,261.2
S000657,2026-06-20 14:15:00,28,23.1245,83.11646,4.09,developing,0.852,6.08,309.3
S000662,2026-06-20 14:15:00,28,27.13033,92.92045,4.64,dissipating,0.646,29.82,103.4
S000667,2026-06-20 14:15:00,28,9.74772,75.97582,5.39,dissipating,0.594,30.07,235.1
S000669,2026-06-20 14:15:00,28,26.37187,94.47738,11.7,developing,0.688,30.9,231.1
S000670,2026-06-20 14:15:00,28,31.57881,75.06472,4.74,developing,0.598,17.43,135.7
S000683,2026-06-20 14:15:00,28,22.30496,78.44548,14.45,dissipating,0.418,31.69,299.9
S000688,2026-06-20 14:15:00,28,24.64909,94.19354,17.55,dissipating,0.922,34.59,106.4
S000692,2026-06-20 14:15:00,28,26.79593,92.86208,7.04,dissipating,0.173,10.4,18.4
S000693,2026-06-20 14:15:00,28,22.98409,86.33838,13.48,developing,0.737,34.57,36.5
S000698,2026-06-20 14:15:00,28,17.3992,78.33483,17.63,dissipating,0.855,12.08,306.2
S000700,2026-06-20 14:15:00,28,20.30671,85.86283,4.59,developing,0.396,25.57,170.6
S000703,2026-06-20 14:15:00,28,17.41406,78.18931,7.5,developing,0.882,29.86,275.3
S000711,2026-06-20 14:15:00,28,8.5522,76.89665,10.95,developing,0.253,25.0,305.0
S000714,2026-06-20 14:15:00,28,18.49282,79.12916,3.64,developing,0.876,11.81,24.3
S000719,2026-06-20 14:15:00,28,22.59051,88.31862,3.89,developing,0.284,18.72,282.4
S000723,2026-06-20 14:15:00,28,25.44957,82.7534,1.99,inactive,0.0,27.14,303.7
S000727,2026-06-20 14:15:00,28,26.77569,81.18943,9.74,dissipating,0.4,6.72,113.9
S000728,2026-06-20 14:15:00,28,26.72849,94.23448,9.06,inactive,0.0,6.32,56.2
S000732,2026-06-20 14:15:00,28,18.88315,73.40655,10.51,dissipating,0.602,24.93,108.9
S000736,2026-06-20 14:15:00,28,21.25531,84.53906,9.42,dissipating,0.407,27.47,112.4
S000739,2026-06-20 14:15:00,28,17.22707,78.5839,4.77,dissipating,0.384,9.74,152.0
S000751,2026-06-20 14:15:00,28,22.34618,87.31249,7.23,developing,0.47,25.6,86.8
S000755,2026-06-20 14:15:00,28,23.16983,87.85227,9.03,developing,0.153,10.95,154.7
S000761,2026-06-20 14:15:00,28,23.69681,92.6321,2.94,dissipating,0.472,6.39,248.6
S000762,2026-06-20 14:15:00,28,25.42096,94.25866,17.32,dissipating,0.982,25.08,146.2
S000766,2026-06-20 14:15:00,28,13.92632,75.67471,11.16,dissipating,0.655,11.44,85.9
S000767,2026-06-20 14:15:00,28,22.78071,86.0607,4.02,developing,0.698,15.93,271.3
S000782,2026-06-20 14:15:00,28,19.12184,82.01793,3.09,inactive,0.0,15.95,343.0
S000788,2026-06-20 14:15:00,28,25.58586,94.11674,20.2,developing,0.974,9.02,200.0
S000794,2026-06-20 14:15:00,28,24.7613,93.93009,9.75,developing,0.773,13.52,149.3
S000807,2026-06-20 14:15:00,28,20.50007,85.79874,7.58,inactive,0.0,15.99,349.2
S000813,2026-06-20 14:15:00,28,16.12203,77.85097,1.62,dissipating,0.161,16.22,326.1
S000814,2026-06-20 14:15:00,28,18.67793,79.04104,8.45,dissipating,0.981,14.95,339.3
S000818,2026-06-20 14:15:00,28,18.35976,79.4263,13.23,dissipating,0.779,33.38,339.9
S000825,2026-06-20 14:15:00,28,22.9289,92.76455,3.13,developing,0.006,20.83,75.4
S000565,2026-06-20 14:45:00,29,23.27974,85.28959,4.21,inactive,0.0,18.79,28.4
S000568,2026-06-20 14:45:00,29,25.16667,83.0131,9.8,dissipating,0.577,16.94,172.2
S000569,2026-06-20 14:45:00,29,25.39116,81.39774,4.25,inactive,0.0,16.71,266.8
S000575,2026-06-20 14:45:00,29,26.27136,94.46977,10.42,developing,0.409,28.6,237.4
S000578,2026-06-20 14:45:00,29,26.14312,85.33227,14.47,developing,0.413,18.22,250.5
S000580,2026-06-20 14:45:00,29,22.34475,87.23488,3.23,developing,0.018,26.49,104.8
S000581,2026-06-20 14:45:00,29,23.31889,77.22775,12.41,dissipating,0.754,29.36,282.0
S000583,2026-06-20 14:45:00,29,17.14726,80.1164,6.63,developing,0.548,7.29,171.7
S000611,2026-06-20 14:45:00,29,25.75357,87.53064,4.88,developing,0.354,16.0,139.0
S000615,2026-06-20 14:45:00,29,19.97917,79.40468,3.1,inactive,0.0,31.36,94.3
S000632,2026-06-20 14:45:00,29,29.08624,75.71444,1.76,inactive,0.0,24.29,234.0
S000657,2026-06-20 14:45:00,29,23.14184,83.09342,3.47,dissipating,0.622,6.08,309.3
S000662,2026-06-20 14:45:00,29,27.09919,93.0674,2.88,dissipating,0.148,29.82,103.4
S000667,2026-06-20 14:45:00,29,9.6702,75.86302,3.48,dissipating,0.147,30.07,235.1
S000669,2026-06-20 14:45:00,29,26.2844,94.35646,8.64,dissipating,0.334,30.9,231.1
S000670,2026-06-20 14:45:00,29,31.52263,75.12918,5.98,dissipating,0.929,17.43,135.7
S000681,2026-06-20 14:45:00,29,20.02629,79.29199,13.59,developing,0.534,14.97,39.6
S000683,2026-06-20 14:45:00,29,22.37622,78.31203,10.17,dissipating,0.096,31.69,299.9
S000688,2026-06-20 14:45:00,29,24.60496,94.35805,10.56,dissipating,0.289,34.59,106.4
S000693,2026-06-20 14:45:00,29,23.10933,86.43879,13.72,dissipating,0.762,34.57,36.5
S000698,2026-06-20 14:45:00,29,17.43136,78.28885,12.49,dissipating,0.412,12.08,306.2
S000700,2026-06-20 14:45:00,29,20.1931,85.88296,7.08,dissipating,0.973,25.57,170.6
S000703,2026-06-20 14:45:00,29,17.42649,78.04896,5.94,dissipating,0.56,29.86,275.3
S000711,2026-06-20 14:45:00,29,8.6168,76.80339,18.65,developing,0.898,25.0,305.0
S000714,2026-06-20 14:45:00,29,18.54129,79.15223,2.83,dissipating,0.532,11.81,24.3
S000716,2026-06-20 14:45:00,29,25.50142,90.58599,4.72,developing,0.142,13.79,294.3
S000719,2026-06-20 14:45:00,29,22.60861,88.22942,6.35,developing,0.887,18.72,282.4
S000727,2026-06-20 14:45:00,29,26.76342,81.22042,6.86,dissipating,0.084,6.72,113.9
S000728,2026-06-20 14:45:00,29,26.73728,94.24917,14.37,developing,0.391,6.32,56.2
S000732,2026-06-20 14:45:00,29,18.84685,73.51897,7.51,dissipating,0.24,24.93,108.9
S000736,2026-06-20 14:45:00,29,21.20821,84.66202,7.05,dissipating,0.137,27.47,112.4
S000739,2026-06-20 14:45:00,29,17.18832,78.60548,3.42,dissipating,0.088,9.74,152.0
S000751,2026-06-20 14:45:00,29,22.35261,87.43698,10.18,dissipating,0.934,25.6,86.8
S000754,2026-06-20 14:45:00,29,31.60271,74.86493,6.18,developing,0.18,25.49,198.6
S000755,2026-06-20 14:45:00,29,23.12522,87.8752,12.3,developing,0.45,10.95,154.7
S000761,2026-06-20 14:45:00,29,23.68632,92.60281,1.8,dissipating,0.031,6.39,248.6
S000762,2026-06-20 14:45:00,29,25.32708,94.32833,14.46,dissipating,0.71,25.08,146.2
S000766,2026-06-20 14:45:00,29,13.93002,75.72765,8.31,dissipating,0.317,11.44,85.9
S000767,2026-06-20 14:45:00,29,22.78231,85.98292,4.38,dissipating,0.82,15.93,271.3
S000769,2026-06-20 14:45:00,29,20.49611,85.77764,3.38,developing,0.027,22.91,281.3
S000782,2026-06-20 14:45:00,29,19.1848,81.9976,5.09,developing,0.432,15.95,343.0
S000788,2026-06-20 14:45:00,29,25.54766,94.10134,17.37,dissipating,0.745,9.02,200.0
S000794,2026-06-20 14:45:00,29,24.70893,93.96435,9.45,dissipating,0.728,13.52,149.3
S000806,2026-06-20 14:45:00,29,25.89956,93.7237,4.04,inactive,0.0,8.0,282.2
S000813,2026-06-20 14:45:00,29,16.18267,77.80862,1.5,inactive,0.0,16.22,326.1
S000814,2026-06-20 14:45:00,29,18.74092,79.01593,6.52,dissipating,0.605,14.95,339.3
S000818,2026-06-20 14:45:00,29,18.50093,79.37189,10.71,dissipating,0.504,33.38,339.9
S000825,2026-06-20 14:45:00,29,22.95261,92.86311,5.23,developing,0.455,20.83,75.4
S000562,2026-06-20 15:15:00,30,26.27911,78.19031,4.7,developing,0.261,5.39,53.6
S000565,2026-06-20 15:15:00,30,23.34933,85.33052,6.09,developing,0.297,18.79,28.4
S000568,2026-06-20 15:15:00,30,25.09106,83.0246,5.25,inactive,0.0,16.94,172.2
S000575,2026-06-20 15:15:00,30,26.20193,94.3487,16.02,dissipating,0.989,28.6,237.4
S000578,2026-06-20 15:15:00,30,26.11575,85.24606,21.26,developing,0.919,18.22,250.5
S000580,2026-06-20 15:15:00,30,22.31422,87.3596,5.8,developing,0.562,26.49,104.8
S000581,2026-06-20 15:15:00,30,23.3464,77.08695,7.11,dissipating,0.148,29.36,282.0
S000583,2026-06-20 15:15:00,30,17.11476,80.12136,6.22,dissipating,0.474,7.29,171.7
S000611,2026-06-20 15:15:00,30,25.69916,87.58309,7.87,dissipating,0.978,16.0,139.0
S000615,2026-06-20 15:15:00,30,19.97209,79.5052,4.44,developing,0.29,31.36,94.3
S000632,2026-06-20 15:15:00,30,29.04554,75.65025,3.87,developing,0.797,24.29,234.0
S000654,2026-06-20 15:15:00,30,25.51177,90.58557,9.44,developing,0.062,34.54,238.1
S000657,2026-06-20 15:15:00,30,23.15918,83.07039,1.96,dissipating,0.06,6.08,309.3
S000664,2026-06-20 15:15:00,30,9.95262,78.07571,1.68,inactive,0.0,7.8,118.7
S000670,2026-06-20 15:15:00,30,31.46646,75.19363,3.93,dissipating,0.384,17.43,135.7
S000681,2026-06-20 15:15:00,30,20.07825,79.33776,12.99,dissipating,0.481,14.97,39.6
S000693,2026-06-20 15:15:00,30,23.23456,86.53919,9.05,dissipating,0.275,34.57,36.5
S000698,2026-06-20 15:15:00,30,17.46352,78.24287,7.72,inactive,0.0,12.08,306.2
S000700,2026-06-20 15:15:00,30,20.07948,85.90309,4.01,dissipating,0.262,25.57,170.6
S000703,2026-06-20 15:15:00,30,17.43892,77.9086,3.23,inactive,0.0,29.86,275.3
S000711,2026-06-20 15:15:00,30,8.6814,76.71013,15.76,dissipating,0.656,25.0,305.0
S000714,2026-06-20 15:15:00,30,18.58976,79.1753,1.57,inactive,0.0,11.81,24.3
S000716,2026-06-20 15:15:00,30,25.52703,90.5233,6.91,developing,0.516,13.79,294.3
S000718,2026-06-20 15:15:00,30,23.30237,85.27383,2.82,inactive,0.0,13.08,85.7
S000719,2026-06-20 15:15:00,30,22.62672,88.14022,5.4,dissipating,0.653,18.72,282.4
S000728,2026-06-20 15:15:00,30,26.75312,94.27566,21.49,dissipating,0.915,6.32,56.2
S000732,2026-06-20 15:15:00,30,18.81055,73.63139,5.52,inactive,0.0,24.93,108.9
S000734,2026-06-20 15:15:00,30,26.04918,85.88577,8.61,inactive,0.0,5.54,285.5
S000736,2026-06-20 15:15:00,30,21.16112,84.78498,5.85,inactive,0.0,27.47,112.4
S000737,2026-06-20 15:15:00,30,25.01289,88.1261,8.73,inactive,0.0,17.3,85.6
S000745,2026-06-20 15:15:00,30,25.62665,94.09708,10.15,developing,0.086,27.23,306.2
S000751,2026-06-20 15:15:00,30,22.35905,87.56147,7.55,dissipating,0.52,25.6,86.8
S000754,2026-06-20 15:15:00,30,31.49389,74.82187,8.94,developing,0.558,25.49,198.6
S000755,2026-06-20 15:15:00,30,23.0806,87.89814,15.57,developing,0.747,10.95,154.7
S000762,2026-06-20 15:15:00,30,25.2332,94.398,11.59,dissipating,0.437,25.08,146.2
S000766,2026-06-20 15:15:00,30,13.93372,75.78059,5.63,inactive,0.0,11.44,85.9
S000767,2026-06-20 15:15:00,30,22.78391,85.90513,2.65,dissipating,0.234,15.93,271.3
S000769,2026-06-20 15:15:00,30,20.5164,85.66963,7.52,developing,0.879,22.91,281.3
S000773,2026-06-20 15:15:00,30,23.84841,91.21832,8.87,inactive,0.0,16.22,313.9
S000779,2026-06-20 15:15:00,30,17.14741,80.16703,5.71,inactive,0.0,25.79,212.3
S000782,2026-06-20 15:15:00,30,19.25353,81.9754,7.27,developing,0.903,15.95,343.0
S000786,2026-06-20 15:15:00,30,25.95313,93.8038,5.14,inactive,0.0,32.14,261.2
S000788,2026-06-20 15:15:00,30,25.50945,94.08594,14.04,dissipating,0.474,9.02,200.0
S000794,2026-06-20 15:15:00,30,24.65656,93.99861,6.14,dissipating,0.24,13.52,149.3
S000806,2026-06-20 15:15:00,30,25.90358,93.70298,9.69,dissipating,0.934,8.0,282.2
S000814,2026-06-20 15:15:00,30,18.8039,78.99081,4.59,dissipating,0.229,14.95,339.3
S000818,2026-06-20 15:15:00,30,18.6421,79.31748,8.2,dissipating,0.229,33.38,339.9
S000825,2026-06-20 15:15:00,30,22.97632,92.96167,7.32,developing,0.904,20.83,75.4
S000562,2026-06-20 15:45:00,31,26.29351,78.21213,7.55,developing,0.822,5.39,53.6
S000565,2026-06-20 15:45:00,31,23.4238,85.37433,8.11,developing,0.615,18.79,28.4
S000574,2026-06-20 15:45:00,31,27.35778,88.6973,4.51,developing,0.137,14.66,218.8
S000575,2026-06-20 15:45:00,31,26.1325,94.22763,11.91,dissipating,0.564,28.6,237.4
S000578,2026-06-20 15:45:00,31,26.08838,85.15984,16.79,dissipating,0.585,18.22,250.5
S000580,2026-06-20 15:45:00,31,22.2837,87.48432,7.44,dissipating,0.91,26.49,104.8
S000582,2026-06-20 15:45:00,31,20.99305,77.81161,4.96,developing,0.125,28.25,81.9
S000583,2026-06-20 15:45:00,31,17.08225,80.12633,3.64,inactive,0.0,7.29,171.7
